"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2017","8,879.60","8,570.35","8,982.15","8,537.50","4,534.66B","3.72%"
"01/01/2017","8,561.30","8,210.10","8,672.70","8,133.80","4,132.83B","4.59%"
"12/01/2016","8,185.80","8,244.00","8,274.95","7,893.80","3,215.11B","-0.47%"
"11/01/2016","8,224.50","8,653.15","8,669.60","7,916.40","4,727.26B","-4.65%"
"10/01/2016","8,625.70","8,666.15","8,806.95","8,506.15","3,422.64B","0.17%"
"09/01/2016","8,611.15","8,793.60","8,968.70","8,555.20","4,021.13B","-1.99%"
"08/01/2016","8,786.20","8,654.30","8,819.20","8,518.15","4,216.39B","1.71%"
"07/01/2016","8,638.50","8,313.05","8,674.70","8,287.55","3,424.49B","4.23%"
"06/01/2016","8,287.75","8,179.20","8,308.15","7,927.05","4,322.69B","1.56%"
"05/01/2016","8,160.10","7,822.70","8,213.60","7,678.35","4,496.41B","3.95%"
"04/01/2016","7,849.80","7,718.05","7,992.00","7,516.85","3,647.98B","1.44%"
"03/01/2016","7,738.40","7,038.25","7,777.60","7,035.10","4,958.35B","10.75%"
"02/01/2016","6,987.05","7,589.50","7,600.45","6,825.80","5,330.30B","-7.62%"
"01/01/2016","7,563.55","7,938.45","7,972.55","7,241.50","3,962.97B","-4.82%"
"12/01/2015","7,946.35","7,958.15","7,979.30","7,551.05","3,120.21B","0.14%"
"11/01/2015","7,935.25","8,054.55","8,116.10","7,714.15","3,158.72B","-1.62%"
"10/01/2015","8,065.80","7,992.05","8,336.30","7,930.65","3,468.20B","1.47%"
"09/01/2015","7,948.90","7,907.95","8,055.00","7,539.50","3,542.71B","-0.28%"
"08/01/2015","7,971.30","8,510.65","8,621.55","7,667.25","4,060.74B","-6.58%"
"07/01/2015","8,532.85","8,376.25","8,654.75","8,315.40","3,193.88B","1.96%"
"06/01/2015","8,368.50","8,417.25","8,467.15","7,940.30","3,254.31B","-0.77%"
"05/01/2015","8,433.65","8,230.05","8,489.55","7,997.15","3,489.47B","3.08%"
"04/01/2015","8,181.50","8,483.70","8,844.80","8,144.75","3,372.83B","-3.65%"
"03/01/2015","8,491.00","8,953.85","9,119.20","8,269.15","3,843.01B","-4.62%"
"02/01/2015","8,901.85","8,802.50","8,941.10","8,470.50","3,776.66B","1.06%"
"01/01/2015","8,808.90","8,272.80","8,996.60","8,065.45","3,487.14B","6.35%"
